,Unnamed: 0.1,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre
76321,59483,59483.0,79YiwX28oOFOSmu7Cww3rk,Confess,In Pursuit of Dreams,5 Years in Cave...,1.0,360048.0,True,0.292,0.878,7.0,-3.846,1.0,0.0628,0.00188,0.0453,0.0757,0.0468,120.076,4.0,iranian
76322,59510,59510.0,05wAwEhXvp9ftiptQ9xbXl,Vista Versicle,Needles,Needles,1.0,200071.0,True,0.501,0.989,2.0,-1.62,1.0,0.11,0.000715,2.81e-06,0.2,0.113,90.019,4.0,iranian
76334,59976,59976.0,0eQCJ9h7DcOyKiy0Uu3UL1,Beshenitar,Around the 13 Sins,Anomic Ritual,1.0,368208.0,True,0.0647,0.996,4.0,-4.623,0.0,0.392,0.0355,8.62e-06,0.198,0.03,206.761,4.0,iranian
76338,60042,60042.0,68n2q0d444mHKSbp0CXx7i,Vybz Kartel,PEPPERSPRAY RIDDIM,Show Me The Wine,1.0,155898.0,True,0.703,0.896,7.0,-1.464,1.0,0.418,0.0607,0.0,0.0662,0.943,132.674,5.0,j-dance
76356,59908,59908.0,5LdDTmiaQb9dv9GbnekPWL,Mordab,Room No.X,3000 Years,1.0,245361.0,True,0.286,0.943,6.0,-5.173,1.0,0.214,4.77e-05,0.201,0.114,0.478,179.738,4.0,iranian
76367,67211,67211.0,00PBSElFPJbnIcFS7orAm2,Jhayco,Frescura y Perreo,Christian Dior,1.0,147133.0,True,0.835,0.718,7.0,-5.62,0.0,0.0694,0.226,1.99e-06,0.108,0.427,92.028,4.0,latin
76386,67209,67209.0,0QrXhLrZEQ7TT5uhlPq2nV,Jhayco,Feliz Cumpleaños con Perreo,Sensual Bebé,1.0,209146.0,True,0.776,0.629,0.0,-6.09,1.0,0.0505,0.0268,0.0,0.114,0.104,97.066,4.0,latin
76400,112035,112035.0,4xcNgAUqgeMCmu5H1VCYYj,Lvbel C5,Viral Şarkılar,10 NUMARA,1.0,118565.0,True,0.684,0.652,11.0,-10.144,1.0,0.164,0.00667,0.000236,0.0816,0.654,142.068,4.0,turkish
76407,39187,39187.0,2p74VRHmZCBGSyFAAL9Zol,Montez,Mega Hits Autumn/Fall 2022,Starlight Express,1.0,164881.0,True,0.49,0.671,10.0,-6.192,1.0,0.116,0.15,0.0,0.101,0.312,169.907,4.0,german
76410,67371,67371.0,3lQ2YjLGrwN9QDrYy8nkZw,Lenny Tavárez;Randy;De La Ghetto;Brray;Justin Quiles,Tropical Vibes,La pared 720,1.0,276104.0,True,0.698,0.845,7.0,-4.705,1.0,0.12,0.176,0.0,0.239,0.749,171.938,4.0,latin
76413,67340,67340.0,7bTjec04WBUn3Ou0hxEspC,Don Omar;Nio Garcia,Feliz Cumpleaños con Perreo,Se Menea,1.0,190880.0,True,0.711,0.839,7.0,-6.288,1.0,0.117,0.0472,0.0,0.0806,0.932,179.936,4.0,latin
76452,20655,20655.0,0RwQG3x5q1HE0CDetUuYFk,Wiz Khalifa;PARTYNEXTDOOR,Midnight Music,Late Night Messages,1.0,282740.0,True,0.79,0.616,10.0,-7.397,0.0,0.0983,0.0865,2.34e-05,0.22,0.312,92.967,4.0,dance
76462,48016,48016.0,499aDsnU8gICoOmftRSbLM,Redman,The Best 90s Hip Hop Hits,How To Roll A Blunt,1.0,201720.0,True,0.644,0.66,9.0,-11.175,0.0,0.332,0.121,2.96e-06,0.346,0.775,184.208,4.0,hardcore
76466,88627,88627.0,1doAHx3ddCl2iEbZGOWvnr,Totoy El Frio;Beéle,Perreo en Halloween,Adivina,1.0,165400.0,True,0.608,0.791,11.0,-4.81,1.0,0.0938,0.142,2.21e-06,0.29,0.33,115.635,4.0,reggae
76469,20576,20576.0,1ySKXtJ6W0UGGD9AJU3CI3,Cardi B,All Bops,Press,1.0,143791.0,True,0.906,0.525,1.0,-5.665,1.0,0.291,0.029,5.76e-06,0.137,0.24,134.027,4.0,dance
76483,53383,53383.0,37oBU3ySQ1c3Ko2bpMVaWy,Ella Henderson;House Gospel Choir;Just Kiddin,House Anthems,Risk It All,1.0,178064.0,True,0.706,0.914,5.0,-5.668,0.0,0.0615,0.19,0.0,0.0886,0.299,124.03,4.0,house
76496,51963,51963.0,0CeIsAidKu8v9c38WjGFe5,Moneybagg Yo;Big Homiie G,GANG GANG - HIP HOP & RAP,Gave It,1.0,172080.0,True,0.823,0.603,10.0,-6.783,0.0,0.393,0.00212,4.27e-06,0.245,0.225,180.072,4.0,hip-hop
76500,53248,53248.0,2tssIKIApNh8tGdYfaRa52,Anne-Marie;Cahill,Am I Ready - Pop Night Out,Alarm - Cahill Remix,1.0,177656.0,True,0.6,0.914,9.0,-4.12,0.0,0.0374,0.00021,9.13e-06,0.204,0.605,127.991,4.0,house
76512,21231,21231.0,03eOOLSkBHwjAO05bfhuPy,Kojo Funds;RAYE,Internet Sensations,Check,1.0,215573.0,True,0.414,0.718,3.0,-6.295,0.0,0.116,0.21,0.0,0.079,0.566,94.124,4.0,dancehall
76526,51961,51961.0,2wcsZBShCd9jpK4u7rSCsh,Moneybagg Yo,GANG GANG - HIP HOP & RAP,Said Sum,1.0,155168.0,True,0.929,0.667,8.0,-6.789,0.0,0.353,0.0185,0.0,0.1,0.274,126.998,4.0,hip-hop
76540,51931,51931.0,268KPOIF4ZQM9vG327zhCW,Big Sean;Hit-Boy;A$AP Ferg,GANG GANG - HIP HOP & RAP,Bezerk,1.0,151066.0,True,0.684,0.687,2.0,-4.673,1.0,0.201,0.0164,0.0,0.253,0.265,184.034,4.0,hip-hop
76545,20798,20798.0,5w7WThQajSkiot89EkoqRa,Jason Derulo,Running Songs,Want to Want Me,1.0,206280.0,True,0.772,0.643,0.0,-6.24,0.0,0.063,0.0102,0.0,0.0705,0.669,114.031,4.0,dance
76546,20792,20792.0,7d6z6f8WSKjoPlLbmcY8TS,Jason Derulo,Modern R&B Love,Be the One,1.0,161035.0,True,0.738,0.782,0.0,-3.562,1.0,0.095,0.143,0.0,0.106,0.498,110.117,4.0,dance
76548,51937,51937.0,03lhvE93Wg4eFhhngIOyH7,Big Sean;Hit-Boy,Best Hip Hop Tunes,Chaos,1.0,180247.0,True,0.652,0.66,1.0,-5.319,1.0,0.0364,0.000724,0.000963,0.134,0.255,104.991,3.0,hip-hop
76561,48572,48572.0,4Gp1Y78hnUBqFjgiPSmEjZ,Lost Boyz,The Best 90s Hip Hop Hits,"Jeeps, Lex Coups, Bimaz & Benz",1.0,271314.0,True,0.549,0.745,1.0,-6.281,0.0,0.399,0.00941,0.0,0.453,0.608,178.192,4.0,hardcore
76563,51637,51637.0,3u0UC2O76OTzrYpioBUQiN,Kodak Black,Rap Geek,Save You,1.0,238687.0,True,0.708,0.637,1.0,-6.327,1.0,0.052,0.107,3.09e-06,0.102,0.187,149.98,4.0,hip-hop
76570,106416,106416.0,6tnsg1YKwaziirSx6XZLjD,LOVA;JC Stewart;Kina,LUGNA HITS,Didn't Know Shit,1.0,213820.0,True,0.403,0.342,10.0,-10.144,1.0,0.175,0.497,0.0,0.135,0.154,73.534,4.0,swedish
76572,51528,51528.0,1FHf9qmNWwDsZYdLnteiQI,DaBaby;Roddy Ricch,Drippy Drippy,ROCKSTAR,1.0,181733.0,True,0.746,0.69,11.0,-7.956,1.0,0.164,0.247,0.0,0.101,0.497,89.979,4.0,hip-hop
76575,51838,51838.0,5djmFvrnR30Tj9Yyj8tOQQ,Lizzo,Give You Love - Cozy Hits,Truth Hurts,1.0,173325.0,True,0.715,0.622,4.0,-3.046,0.0,0.111,0.11,0.0,0.123,0.407,158.088,4.0,hip-hop
76584,91982,91982.0,7Fbjt9MyQqzi1j0TtrlnoE,Sam Fender,Mega Hits Autumn/Fall 2022,Seventeen Going Under,1.0,302360.0,True,0.477,0.873,1.0,-4.946,1.0,0.0355,0.00471,0.00589,0.0813,0.611,161.948,4.0,rock
76626,103663,103663.0,7b0yiad9yxqvw3YcHqUeHJ,dvsn,Daily Pop Mix,If I Get Caught,0.0,186114.0,True,0.797,0.492,8.0,-5.288,0.0,0.0815,0.159,0.0,0.0584,0.875,149.019,3.0,soul
76631,21047,21047.0,323uxL7lyIOJhkpzZMW5iD,Burna Boy;Lily Allen,Am I Ready - Pop Night Out,Heaven's Gate,0.0,202446.0,True,0.845,0.854,4.0,-5.897,0.0,0.197,0.0376,1.45e-05,0.343,0.636,102.008,4.0,dancehall
76645,15149,15149.0,7uFXMTRazF955qkJWgPBQJ,French The Kid,Hidden Gems,Window Blues,0.0,194693.0,True,0.686,0.543,9.0,-9.096,1.0,0.401,0.617,0.0,0.111,0.142,68.241,3.0,chill
76704,106067,106067.0,6C253cNnjWuHuMn7b6Sag9,Ricky Rich;A Boogie Wit da Hoodie,Top Off Snap Hits,Habibi,0.0,162990.0,True,0.723,0.545,4.0,-6.26,0.0,0.049,0.0631,0.0,0.297,0.341,117.885,4.0,swedish
76714,20870,20870.0,5jCuwPfj8tpOtmWXIfpz48,Becky Hill,Best Road Trip Pop Tunes,I Got You,0.0,190266.0,True,0.568,0.728,9.0,-4.418,1.0,0.182,0.0746,4.2e-06,0.349,0.62,195.984,4.0,dance
76715,21094,21094.0,4L95oRzU2nqOZTauCNbD11,Sean Paul;Arif Cooper,Arif Cooper Presents: Up & Live Riddim (2022 Remastered),Midas Touch (2022 Remastered),0.0,179920.0,True,0.533,0.894,3.0,-2.289,0.0,0.314,0.136,0.0,0.212,0.888,87.555,5.0,dancehall
76718,21098,21098.0,01pql9IvCSXGzTpWkgJvAg,Shenseea,Consistency (Through the Years),Subrosa (Come Closer),0.0,198000.0,True,0.59,0.712,1.0,-4.822,1.0,0.0822,0.633,3.97e-05,0.139,0.689,106.865,5.0,dancehall
76720,11036,11036.0,4ZRs2BzVlK54h1GyZO799I,Paolo Nutini,Human - Best Adult Pop Tunes,Numpty,0.0,234066.0,True,0.839,0.441,6.0,-9.024,1.0,0.0499,0.727,9.86e-06,0.11,0.897,123.007,4.0,british
76741,21081,21081.0,2qSnqsLv7b9GbWFhyZJwMM,Burna Boy;Blxst;Kehlani,The Look - R&B Feels,Solid,0.0,195134.0,True,0.554,0.509,1.0,-9.429,1.0,0.339,0.149,1.86e-05,0.094,0.718,199.874,4.0,dancehall
76786,106098,106098.0,1VfRyJfWhWgb84I2MASqk1,Icona Pop;Charli XCX;Cobra Starship,10's Dance Classics,I Love It - [Cobra Starship Remix] [Radio Edit],0.0,212072.0,True,0.773,0.97,1.0,-4.915,1.0,0.196,0.0925,0.679,0.161,0.341,127.999,4.0,swedish
76793,103620,103620.0,5B926EOOXF0hxdSE1DuOEL,Amber Mark,Halloween & Chill,Foreign Things,0.0,180185.0,True,0.667,0.668,0.0,-5.807,1.0,0.11,0.149,0.0,0.0778,0.841,75.075,4.0,soul
76814,103604,103604.0,2CsXdbVGSXXGa08ZDITTUF,Roy Woods;Drake,Trending Pop,Drama,0.0,251859.0,True,0.708,0.358,11.0,-9.815,1.0,0.0563,0.157,0.0,0.109,0.118,122.021,4.0,soul
76836,103566,103566.0,4E8tYlwwsmvkLIchyy0b8P,Teyana Taylor,Autumn Girl,69,0.0,161274.0,True,0.527,0.463,4.0,-8.028,0.0,0.173,0.773,1.96e-06,0.178,0.429,115.003,4.0,soul
76855,103476,103476.0,5h34UBBKsOZaoFzmLds3by,Loyle Carner;Jorja Smith,Coffee Break,Loose Ends,0.0,256198.0,True,0.79,0.676,11.0,-6.952,0.0,0.32,0.166,1.3e-05,0.103,0.365,90.96,4.0,soul
76858,103478,103478.0,6yR9KHd3brZhx3izrJnFOi,Janelle Monáe,New RnB,Make Me Feel,0.0,194230.0,True,0.859,0.413,1.0,-7.399,1.0,0.18,0.136,0.0,0.334,0.699,115.036,4.0,soul
76878,103742,103742.0,1H118q00XLadaah7a68ChA,Musiq Soulchild,Slow Down Soul,makeyouhappy,0.0,200813.0,True,0.884,0.492,5.0,-5.397,0.0,0.357,0.205,0.0,0.0672,0.723,94.403,4.0,soul
76879,103473,103473.0,5IUGggKb1vh11R6hE0rPpm,Janelle Monáe;Zoë Kravitz,The State of Pop,Screwed,0.0,302491.0,True,0.729,0.681,8.0,-7.582,0.0,0.0405,0.0442,0.000242,0.27,0.444,106.011,4.0,soul
76897,103516,103516.0,1MfFr8iApFTrJ86BR2JGFr,Faith Evans;The Notorious B.I.G.,Mellow Bars R'n'B,One in the Same,0.0,205706.0,True,0.461,0.54,1.0,-7.385,0.0,0.0629,0.268,0.0,0.342,0.107,136.562,5.0,soul
76901,103510,103510.0,2lrDBWfoEu6ETysJba9ppS,Faith Evans;The Notorious B.I.G.,R'n'B Studying,Legacy,0.0,251173.0,True,0.582,0.555,8.0,-7.1,0.0,0.0972,0.625,0.0,0.44,0.468,101.879,4.0,soul
76914,103627,103627.0,1z8D74TYKRh4gnRKxlPwmi,Amber Mark,Best R&B Tunes,Competition - Single Edit,0.0,188074.0,True,0.582,0.679,9.0,-6.182,1.0,0.0686,0.115,0.0,0.111,0.463,74.993,4.0,soul
76940,10413,10413.0,6XOQS0gTx1pjsBOeYTCT3P,Orbital;Sleaford Mods,Dirty Rat,Dirty Rat,0.0,316200.0,True,0.612,0.844,0.0,-8.679,1.0,0.0491,0.00031,0.514,0.0959,0.883,125.989,4.0,breakbeat
76961,29559,29559.0,1bH5saVHEnEdNyFydlkCC3,Fairlane;Kala,V,Somewhere That I Belong,0.0,248210.0,True,0.532,0.911,8.0,-3.31,1.0,0.0344,0.00384,8.5e-06,0.139,0.105,94.962,4.0,dubstep
76962,72199,72199.0,3ULYRogM46zGLQ7IvPI2QU,Spineshank,Metal Lives!,New Disease,0.0,194733.0,True,0.566,0.909,7.0,-4.184,1.0,0.0637,5.81e-05,0.000254,0.0981,0.275,121.979,4.0,metalcore
77006,72299,72299.0,51haCqHVfdZMZC3Y3fffgA,Chimaira,Groove Metal Roots & Branches,Dead Inside,0.0,225666.0,True,0.384,0.982,9.0,-3.132,1.0,0.179,0.000125,0.293,0.354,0.284,105.363,4.0,metalcore
77099,106623,106623.0,531QsVDErs0IBaQIhukzj3,Daniela Rathana,LUGNA LÅTAR,Kyss!,0.0,204661.0,True,0.435,0.495,6.0,-6.124,0.0,0.0397,0.398,0.0,0.239,0.209,134.372,4.0,swedish
77113,72147,72147.0,2wt831VAOLWoAbIcQwxWsF,Ill Niño,Metal Lives!,If You Still Hate Me,0.0,175133.0,True,0.468,0.983,1.0,-2.848,1.0,0.114,6.21e-05,0.000292,0.0568,0.0914,135.439,4.0,metalcore
77145,106614,106614.0,7qSsqWfVBJ6LY0BL033PzL,Daniela Rathana,LUGNA HITS,Full av mig själv,0.0,199812.0,True,0.488,0.604,9.0,-6.465,1.0,0.0525,0.0421,0.0,0.242,0.32,71.378,4.0,swedish
77168,103018,103018.0,3ym8ZuRQtZ7rSEbXkT3eJE,Ty Dolla $ign;Jhené Aiko;Mustard,20's R'n'B,By Yourself,0.0,148927.0,True,0.771,0.526,1.0,-6.844,1.0,0.0718,0.0804,0.0,0.663,0.182,104.036,4.0,soul
77170,103073,103073.0,5m7gI8rbuh61cGb3J23HiY,Omar Apollo,Hits Hits Hits,Tamagotchi,0.0,168920.0,True,0.755,0.514,11.0,-6.942,0.0,0.173,0.083,0.0,0.128,0.553,133.1,4.0,soul
77174,21239,21239.0,1uBWlyYedI3hUrGNmG7acT,Yemi Alade;Duncan Mighty,Best Afrobeat Tunes,Shake,0.0,194062.0,True,0.812,0.702,6.0,-3.922,1.0,0.0497,0.118,0.000733,0.0603,0.679,90.0,4.0,dancehall
77175,21236,21236.0,0QB3BeqsV3yv4h3niUunCn,Juls;Mr Eazi,Best Afrobeat Tunes,Cake,0.0,151510.0,True,0.889,0.514,4.0,-6.38,1.0,0.17,0.134,0.0,0.0859,0.586,104.976,4.0,dancehall
77177,103010,103010.0,6fHmA98IwhyHex6RF9Py88,Ty Dolla $ign;B.o.B,Halloween Party Hits 2022,Paranoid,0.0,216520.0,True,0.858,0.398,1.0,-11.306,1.0,0.0597,0.00887,0.0,0.112,0.258,97.476,4.0,soul
77189,21118,21118.0,6lj5WQUSHqyopHESQADLPc,Yxng Bane;D-Block Europe,The Hip Hop Collection,Cut Me Off,0.0,228837.0,True,0.806,0.769,6.0,-5.127,0.0,0.111,0.158,2.25e-05,0.0824,0.478,104.981,4.0,dancehall
77191,21121,21121.0,4Z5JuznV11cjmBaBIu80Gb,Yxng Bane,New RnB,Table for Two,0.0,154374.0,True,0.918,0.477,5.0,-5.09,1.0,0.056,0.32,1.98e-06,0.0719,0.68,99.959,4.0,dancehall
77198,21124,21124.0,1rg4uD4MTF3wXbGKgVB2tK,Yxng Bane,African Heat - Afro Hits,Maximum,0.0,150432.0,True,0.642,0.835,9.0,-3.442,1.0,0.0595,0.0452,0.0,0.0952,0.503,103.992,4.0,dancehall
77204,21148,21148.0,0V5GNdsrQlKBR1V4PeGX7x,Popcaan,Consistency (Through the Years),Unruly Rave,0.0,205453.0,True,0.583,0.76,1.0,-5.71,0.0,0.318,0.188,0.0,0.13,0.449,97.675,4.0,dancehall
77210,21194,21194.0,7hLN7Qpj9t8e0LLVkFnNme,Tiwa Savage,Africa Rising Vol.3,Owo Mi Da,0.0,172142.0,True,0.637,0.877,6.0,-2.864,1.0,0.169,0.0792,0.00325,0.138,0.825,119.027,4.0,dancehall
77211,21193,21193.0,0hLyTrqT51f6gTxRh2sG9T,Elephant Man,PEPPERSPRAY RIDDIM,Till The End,0.0,176129.0,True,0.695,0.967,7.0,-1.172,1.0,0.412,0.163,0.0,0.131,0.944,133.414,5.0,dancehall
77212,21191,21191.0,3MqHjZVMUGJ8qSsqhi4P0N,Elephant Man;Arif Cooper,Arif Cooper Presents: Up & Live Riddim (2022 Remastered),Pum Pum Pum (2022 Remastered),0.0,188253.0,True,0.477,0.917,3.0,-3.027,0.0,0.22,0.12,0.0,0.118,0.73,88.071,3.0,dancehall
77219,21142,21142.0,5AAaghHx8jedNGhHZkY8so,Busy Signal,PEPPERSPRAY RIDDIM,Bamm,0.0,176774.0,True,0.84,0.831,7.0,-1.937,1.0,0.303,0.0367,2.59e-06,0.0703,0.884,133.424,5.0,dancehall
77220,21141,21141.0,3OVKJJYEckoVDmU1K3tQnK,Vybz Kartel;Arif Cooper,Arif Cooper Presents: Up & Live Riddim (2022 Remastered),Good Pussy Wine (2022 Remastered),0.0,182586.0,True,0.493,0.909,6.0,-4.006,1.0,0.218,0.16,0.0,0.11,0.739,87.124,5.0,dancehall
77229,21146,21146.0,2MAShwvWnE9WfrnF4DWZLO,Collie Buddz,Consistency (Through the Years),Like Yuh Miss Me,0.0,177136.0,True,0.559,0.895,1.0,-4.574,1.0,0.214,0.111,0.0,0.121,0.596,99.333,4.0,dancehall
77242,22347,22347.0,202qGOYPdqNbRXu5JSOJEH,Exhorder,Groove Metal Roots & Branches,Desecrator,0.0,368840.0,True,0.332,0.992,9.0,-5.571,1.0,0.108,3.34e-06,0.422,0.135,0.184,134.888,4.0,death-metal
77261,22133,22133.0,1eMp77AKH4f0CwkryHNP6w,Suffocation,Metal,Thrones of Blood,0.0,314893.0,True,0.316,0.887,10.0,-9.173,0.0,0.09,2.03e-06,0.926,0.1,0.627,135.777,4.0,death-metal
77299,102745,102745.0,6PrnqAkxifshpNad1rFk5t,Rufus Wainwright,Alternative Christmas 2022,Gay Messiah,0.0,194840.0,True,0.373,0.438,0.0,-9.214,1.0,0.0297,0.563,0.000109,0.355,0.411,139.331,3.0,songwriter
77315,102935,102935.0,3tstzyYuJkzEta9X7vgXXp,Catie Turner,Give You Love - Cozy Hits,Breathe,0.0,157867.0,True,0.758,0.664,7.0,-7.436,1.0,0.157,0.377,5.1e-06,0.219,0.308,146.968,4.0,songwriter
77318,21292,21292.0,1vTPU2A2IFBHScO2iEbXQs,Ice Prince,We Mauve,Baby,0.0,226745.0,True,0.762,0.766,5.0,-4.615,1.0,0.0375,0.209,0.0,0.198,0.888,107.011,4.0,dancehall
77320,21284,21284.0,3RMcKAXL4vZM30gAdCQk4j,Sarkodie;Donae'o;Idris Elba,Africa Rising Vol.2,Party & Bullshit,0.0,186666.0,True,0.908,0.624,1.0,-7.304,1.0,0.192,0.022,0.0,0.256,0.562,108.018,4.0,dancehall
77322,21279,21279.0,6xs3qRPrz028H3NVKdDf9g,DING DONG,Wedding Cake Riddim,Bagga Gyal,0.0,174863.0,True,0.806,0.839,5.0,-4.134,0.0,0.205,0.2,0.0,0.185,0.728,130.535,5.0,dancehall
77324,112900,112900.0,29ajTypGTz6gP9cP0FLadM,TNK;Jay Jones;Gundy;Wahu,"Drop It Low, (Extended)","Drop It Low, (Extended)",0.0,406308.0,True,0.551,0.81,11.0,-6.992,1.0,0.0335,0.0605,0.0,0.15,0.364,149.996,4.0,turkish
77329,21368,21368.0,0e2IcGybx5iw1Iv5mTX7H0,Teejay,Consistency (Through the Years),Stimulate,0.0,154482.0,True,0.661,0.655,0.0,-8.181,1.0,0.22,0.196,0.0,0.0895,0.575,173.951,4.0,dancehall
77333,21414,21414.0,6spHiUIu4msYEmIQHmjpBm,T.O.K;Arif Cooper,Arif Cooper Presents: Up & Live Riddim (2022 Remastered),Sexy & Ready (2022 Remastered),0.0,150226.0,True,0.427,0.9,6.0,-3.904,1.0,0.242,0.0127,0.0,0.18,0.873,95.688,3.0,dancehall
77345,21571,21571.0,5UX9kezPyfYcLYWfhLJryU,Stalk Ashley,New RnB,Young,0.0,154282.0,True,0.506,0.588,6.0,-4.061,0.0,0.161,0.33,0.0,0.0915,0.467,86.529,4.0,dancehall
77361,21642,21642.0,41DpMNCxpIaSrNlNNLfsbG,Tony Matterhorn,PEPPERSPRAY RIDDIM,Fuck Off,0.0,173065.0,True,0.813,0.912,9.0,-1.871,0.0,0.349,0.0713,0.0,0.0589,0.926,100.002,4.0,dancehall
77364,21586,21586.0,3XWiAAEXvpQGyNoBOcrlpZ,Stalk Ashley;WSTRN,All Bops,Deserted,0.0,191637.0,True,0.758,0.81,0.0,-4.496,1.0,0.288,0.215,1.54e-05,0.157,0.347,91.995,4.0,dancehall
77372,21641,21641.0,7GNVoDE1qXtM8m51q5x9bS,Larry Gaaga;Flavour,Afropop 2022,Tene,0.0,230400.0,True,0.83,0.766,9.0,-3.386,1.0,0.0963,0.671,0.00681,0.154,0.932,94.995,4.0,dancehall
77553,75095,75095.0,5rPUGvnDW35yYRk9KqmkuY,ICE-T,Rap Homage,New Jack Hustler (Nino's Theme),0.0,283306.0,True,0.83,0.859,7.0,-9.213,1.0,0.124,0.000956,0.0,0.214,0.653,109.319,4.0,new-age
77556,75086,75086.0,29mZKwRwHXGlzOPdmFOiHe,ICE-T,Rap Classics,6 'n the Mornin',0.0,224866.0,True,0.823,0.745,5.0,-6.637,0.0,0.247,0.0029,0.000333,0.323,0.579,91.919,4.0,new-age
77579,19048,19048.0,3qFSZXYoXpyjTvlG4jX9hJ,Zach Bryan,Single Saturday Night - Country Songs,Heading South,0.0,210304.0,True,0.617,0.378,4.0,-7.108,1.0,0.0662,0.808,2.33e-05,0.179,0.345,98.299,4.0,country
77620,109022,109022.0,5TX9vLC0E0ABNOBVBDtbzC,Zedd;Kehlani,pov: it's 2019,Good Thing,0.0,210901.0,True,0.693,0.565,1.0,-3.854,0.0,0.0378,0.396,0.0,0.0409,0.588,185.916,3.0,techno
77676,19628,19628.0,5u6GO6c0SPTcFdvHXMHvTM,Uncle Kracker,Human - Best Adult Pop Tunes,No Stranger to Shame,0.0,220493.0,True,0.627,0.845,7.0,-3.533,1.0,0.25,0.0707,0.0,0.359,0.773,170.072,4.0,country
77806,19426,19426.0,3PB2otu6Z5yToA9irqF1fN,Faith Hill;Tim McGraw,Chillin' It - Mellow Day Country,Let's Make Love,0.0,252893.0,True,0.35,0.459,5.0,-8.618,1.0,0.0274,0.339,0.0,0.111,0.153,147.035,4.0,country
77828,20663,20663.0,01xqHIwd7hQLROgelUQ6w2,Wiz Khalifa;Girl Talk,Pushin P - Top Rap,Big Daddy Wiz,0.0,131039.0,True,0.9,0.795,0.0,-5.056,1.0,0.073,0.107,0.00631,0.131,0.745,101.978,4.0,dance
77829,20662,20662.0,5QNFpjUpjZ2X9YgzIdDDhy,Wiz Khalifa;Swae Lee,Hip Hop Slow Jamz,Hopeless Romantic,0.0,226742.0,True,0.877,0.477,9.0,-7.379,0.0,0.0589,0.307,0.0,0.0929,0.552,127.026,4.0,dance
77830,20659,20659.0,0tPyKRyhswSCMlOfKbR4Au,Wiz Khalifa;Ty Dolla $ign,Walk in the Park Rap,Something New,0.0,200773.0,True,0.816,0.637,7.0,-6.602,0.0,0.0784,0.0918,0.0,0.0892,0.783,87.584,4.0,dance
77831,20658,20658.0,3n2lUfmtaYuqMSR8tDo8F0,Wiz Khalifa,Contemporary Hip Hop,Memory Lane,0.0,166773.0,True,0.789,0.71,4.0,-4.574,0.0,0.353,0.37,0.0,0.155,0.826,95.178,4.0,dance
77834,20669,20669.0,2puCdLnS6sKRdbEabw4bjP,Wiz Khalifa,Ghetto Superstar - New Rap Classics,Bad Ass Bitches,0.0,118466.0,True,0.904,0.601,2.0,-5.561,1.0,0.198,0.0305,0.0,0.615,0.761,87.037,4.0,dance
77860,20692,20692.0,3w7JADbLdKE1Qta6aH0SC6,Wiz Khalifa;Snoop Dogg,R'n'B Studying,Penthouse,0.0,200437.0,True,0.878,0.723,10.0,-6.66,0.0,0.0599,0.145,0.0,0.708,0.534,119.04,4.0,dance
77890,20681,20681.0,6Rnmu3xQeJMVc6OvACEBES,Wiz Khalifa,Summer Music Festival Hits,Iced Out Necklace,0.0,155760.0,True,0.898,0.744,2.0,-4.524,1.0,0.0931,0.000253,0.0,0.268,0.299,147.991,4.0,dance
77914,112001,112001.0,1acHg5hL2dLV7Zo2tBWSj5,Lil Zey;Kozmos,Viral Şarkılar,Eskisi Gibi,0.0,186461.0,True,0.802,0.592,1.0,-7.495,0.0,0.12,0.629,0.0058,0.09,0.665,129.899,4.0,turkish
77920,20616,20616.0,0eDT6epFSSnpIttu29yblP,Megan Thee Stallion;Latto,Energy Hip Hop,Budget,0.0,201979.0,True,0.922,0.858,1.0,-4.185,1.0,0.251,0.00451,0.0,0.124,0.915,145.033,4.0,dance
77928,20577,20577.0,5Mnm0x2GXkY1qcvoGb1sfp,Akon;Snoop Dogg,Bad Boy Club,I Wanna Love You,0.0,246764.0,True,0.863,0.501,9.0,-8.753,0.0,0.0433,0.0164,0.0,0.272,0.357,99.994,4.0,dance
77937,20586,20586.0,0KpQR3pyZECOsAXXML72fM,Cardi B;Chance the Rapper,Walk in the Park Rap,Best Life,0.0,284855.0,True,0.62,0.625,9.0,-7.438,1.0,0.553,0.288,0.0,0.314,0.665,167.911,4.0,dance
77966,112033,112033.0,4djDNCRDTXhGQDp0wJMrMH,Lvbel C5,Best Viral Tunes,GELMEZSEN GELME,0.0,93015.0,True,0.76,0.555,11.0,-12.659,0.0,0.0599,0.185,0.000255,0.0916,0.269,120.003,4.0,turkish
77968,112019,112019.0,1Btjr5d0cOIazDQC9HHyKh,Lil Zey;Rosalie.,Viral Şarkılar,80 Kere,0.0,159190.0,True,0.726,0.781,1.0,-6.595,0.0,0.0484,0.212,0.0,0.109,0.428,98.03,4.0,turkish
77990,72430,72430.0,1nXWhLumXogqFeijfa1uJd,Architects,the classic symptoms of a broken spirit,be very afraid,0.0,260034.0,True,0.472,0.92,1.0,-5.141,1.0,0.186,0.000167,0.00436,0.498,0.266,105.128,4.0,metalcore
